INCHIKEY,name,orig_target_ann,target_count,targets,DTXSID
OFBIFZUFASYYRE-UHFFFAOYSA-N,Flumazenil,GABA Receptor,8,"TSPO, GABRA6, GABRB3, GABRA1, GABRA3, GABRA5, GABRA2, GABRG2",DTXSID2023064
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,Fluoxetine HCl,5-HT Receptor,3,"SLC6A3, SLC6A4, SLC6A2",DTXSID7023067
JUUFBMODXQKSTD-UHFFFAOYSA-N,Flupirtine maleate,DNA/RNA Synthesis,,,
CJOFXWAVKWHTFT-UHFFFAOYSA-N,Fluvoxamine maleate,5-HT Receptor,1,SLC6A4,DTXSID2044002
UGJMXCAKCUNAIE-UHFFFAOYSA-N,Gabapentin HCl,GABA Receptor,2,"CACNA2D1, CACNA2D2",DTXSID0020074
XUBOMFCQGDBHNK-UHFFFAOYSA-N,Gatifloxacin,Topoisomerase,1,KCNH2,DTXSID5045704
TZBJGXHYKVUXJN-UHFFFAOYSA-N,Genistein,"EGFR,Topoisomerase",2,"ESR1, ESR2",DTXSID5022308
KUQCTOKTSAEORC-UHFFFAOYSA-N,Ginkgolide B,PAFR,,,
GKNDIYRVXVKUNM-UHFFFAOYSA-N,Glimepiride,Potassium Channel,,,
MFWNKCLOYSRHCJ-UHFFFAOYSA-N,Granisetron HCl,5-HT Receptor,1,HTR3A,DTXSID0023111
UJIAQDJKSXQLIT-UHFFFAOYSA-N,TG100-115,PI3K,,,
XMAYWYJOQHXEEK-UHFFFAOYSA-N,Ketoconazole,P450 (e.g. CYP17),7,"CYP11B1, CYP11B2, NR1I2, ABCB1, CYP3A4, CYP17A1, CYP19A1","DTXSID7029879, DTXSID60161949"
MJIHNNLFOKEZEW-UHFFFAOYSA-N,Lansoprazole,Proton Pump,,,
HPHUVLMMVZITSG-UHFFFAOYSA-N,Levetiracetam,Calcium Channel,1,SV2A,DTXSID9023207
NNJVILVZKWQKPM-UHFFFAOYSA-N,Lidocaine,Histamine Receptor,1,SCN5A,DTXSID1045166
JCCNYMKQOSZNPW-UHFFFAOYSA-N,Loratadine,Histamine Receptor,2,"KCNH2, HRH1",DTXSID2023224
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,Losartan Potassium (DuP 753),RAAS,3,"AGTR1A, AGTR1B, AGTR1",DTXSID7023227
QDITZBLZQQZVEE-UHFFFAOYSA-N,GSK1059615,"mTOR,PI3K",,,
UFICVEHDQUKCEA-UHFFFAOYSA-N,Glesatinib?(MGCD265),"c-Met,Tie-2,VEGFR",,,
QXRSDHAAWVKZLJ-UHFFFAOYSA-N,"Patupilone (EPO906, Epothilone B)",Microtubule Associated,,,
VNIWZCGZPBJWBI-UHFFFAOYSA-N,BMS-707035,Integrase,,,
UPALIKSFLSVKIS-UHFFFAOYSA-N,Amonafide,Topoisomerase,,,
IHUNBGSDBOWDMA-UHFFFAOYSA-N,Acitretin,Retinoid Receptor,,,
ZGBAJMQHJDFTQJ-UHFFFAOYSA-N,Bafetinib (INNO-406),Bcr-Abl,,,
MRMBZHPJVKCOMA-UHFFFAOYSA-N,Biapenem,Anti-infection,,,
BHXLLRXDAYEMPP-UHFFFAOYSA-O,Cefoselis Sulfate,Anti-infection,,,
DOAKLVKFURWEDJ-UHFFFAOYSA-N,Daptomycin,"Anti-infection,DNA/RNA Synthesis",,,
AVAACINZEOAHHE-UHFFFAOYSA-N,Doripenem Hydrate,Anti-infection,,,
IAVUPMFITXYVAF-UHFFFAOYSA-N,Dorzolamide HCl,Carbonic Anhydrase,8,"CA2, CA7, CA14, CA6, CA9, CA4, CA12, CA1",DTXSID7022960
PCGOZSMTJRCWQF-UHFFFAOYSA-N,Gestodene,Estrogen/progestogen Receptor,,,
METQSPRSQINEEU-UHFFFAOYSA-N,Drospirenone,Estrogen/progestogen Receptor,2,"PGR, NR3C2",DTXSID7046465
HFNKQEVNSGCOJV-UHFFFAOYSA-N,Ruxolitinib (INCB018424),JAK,4,"JAK3, TYK2, JAK1, JAK2",DTXSID10240930
SHGAZHPCJJPHSC-UHFFFAOYSA-N,Isotretinoin,Hydroxylase,6,"RARA, RARB, RXRA, RARG, RXRB, RXRG","DTXSID6040404, DTXSID4023177, DTXSID7021239"
KJHKTHWMRKYKJE-UHFFFAOYSA-N,Lopinavir,HIV Protease,,,
UEQUQVLFIPOEMF-UHFFFAOYSA-N,Mianserin HCl,Histamine Receptor,2,"HTR2A, HTR2C",DTXSID6023317
HZQDCMWJEBCWBR-UHFFFAOYSA-N,Mizoribine,DNA/RNA Synthesis,,,
YPELFRMCRYSPKZ-UHFFFAOYSA-N,Mosapride Citrate,5-HT Receptor,,,
MQQNFDZXWVTQEH-UHFFFAOYSA-N,Nafamostat Mesylate,Serine Protease,,,
SUBDBMMJDZJVOS-UHFFFAOYSA-N,Omeprazole,"Proton Pump,Autophagy",,,
WVUNYSQLFKLYNI-UHFFFAOYSA-N,Pelitinib (EKB-569),EGFR,,,
MLNXYRCHUAIOQD-UHFFFAOYSA-N,Pirarubicin,Topoisomerase,,,
LUKBXSAWLPMMSZ-UHFFFAOYSA-N,Resveratrol,Autophagy,3,"APP, NQO2, PTGS2",DTXSID4031980
YXRDKMPIGHSVRX-UHFFFAOYSA-N,Rocuronium Bromide,AChR,,,
XNKLLVCARDGLGL-UHFFFAOYSA-N,Stavudine (d4T),Reverse Transcriptase,,,
JFVZFKDSXNQEJW-UHFFFAOYSA-N,Tenofovir Disoproxil Fumarate,Reverse Transcriptase,,,
WUCSXTDWYHOFKK-UHFFFAOYSA-N,Tenofovir,Reverse Transcriptase,,,
HFGTWXXQCHUAMV-UHFFFAOYSA-N,Tigecycline,Anti-infection,,,
RLQVKDVIBJCQGE-UHFFFAOYSA-N,Trilostane,Dehydrogenase,2,"HSD3B2, HSD3B1",DTXSID9023706
BGSZAXLLHYERSY-UHFFFAOYSA-N,Vecuronium Bromide,AChR,,,
AQOKCDNYWBIDND-UHFFFAOYSA-N,Bimatoprost,Immunology & Inflammation related,,,
TYZROVQLWOKYKF-UHFFFAOYSA-N,Linezolid,Anti-infection,,,
WNMJYKCGWZFFKR-UHFFFAOYSA-N,Alfuzosin HCl,Adrenergic Receptor,3,"ADRA1B, ADRA1A, ADRA1D",DTXSID6048549
GKTWGGQPFAXNFI-UHFFFAOYSA-N,Clopidogrel,P2 Receptor,1,P2RY12,DTXSID6022848
IENZQIKPVFGBNW-UHFFFAOYSA-N,Prazosin HCl,Adrenergic Receptor,3,"ADRA1B, ADRA1D, ADRA1A",DTXSID4049082
XKLMZUWKNUAPSZ-UHFFFAOYSA-N,Ranolazine 2HCl,Calcium Channel,,,
FAEKWTJYAYMJKF-UHFFFAOYSA-N,Repaglinide,Potassium Channel,1,ABCC8,DTXSID3023552
BVPYUOGGVTWBOM-UHFFFAOYSA-N,Risedronate Sodium,Others,1,FDPS,DTXSID2023563
HJORMJIFDVBMOB-UHFFFAOYSA-N,Rolipram,PDE,6,"PDE4D, PDE4A, PDE3B, PDE4C, PDE3A, PDE4B",DTXSID3044124
BNRNXUUZRGQAQC-UHFFFAOYSA-N,Sildenafil Citrate,PDE,8,"PDE3A, PDE4A, PDE4D, PDE1B, PDE6C, PDE1A, PDE5A, PDE3B",DTXSID6023579
KQKPFRSPSRPDEB-UHFFFAOYSA-N,Sumatriptan Succinate,5-HT Receptor,3,"HTR1D, HTR1F, HTR1B",DTXSID4023628
DRHKJLXJIQTDTD-UHFFFAOYSA-N,Tamsulosin,alpha1 adrenoreceptor,3,"ADRA1A, ADRA1D, ADRA1B",DTXSID3023631
JICJBGPOMZQUBB-UHFFFAOYSA-N,Tianeptine sodium,5-HT Receptor,,,
XFYDIVBRZNQMJC-UHFFFAOYSA-N,Tizanidine HCl,Adrenergic Receptor,,,
KJADKKWYZYXHBB-UHFFFAOYSA-N,Topiramate,Carbonic Anhydrase,10,"CA14, CA2, CA9, CA6, CA5B, CA4, CA5A, CA1, CA12, CA7",DTXSID8023688
NZHGWWWHIYHZNX-UHFFFAOYSA-N,Tranilast,Immunology & Inflammation related,,,
JQSHBVHOMNKWFT-UHFFFAOYSA-N,Varenicline Tartrate,AChR,1,CHRNA4,DTXSID70891447
PNVNVHUZROJLTJ-UHFFFAOYSA-N,Venlafaxine HCl,5-HT Receptor,3,"SLC6A4, SLC6A2, SLC6A3",DTXSID6023737
BCEHBSKCWLPMDN-UHFFFAOYSA-N,Voriconazole,P450 (e.g. CYP17),1,ERG11,DTXSID5046485
MWLSOWXNZPKENC-UHFFFAOYSA-N,Zileuton,Lipoxygenase,1,ALOX5,DTXSID9023752
CARRCRVKWDEWCD-UHFFFAOYSA-N,Ziprasidone HCl,"5-HT Receptor,Dopamine Receptor",2,"HTR2A, DRD2",DTXSID4023753
UBQNRHZMVUUOMG-UHFFFAOYSA-N,Zonisamide,Sodium Channel,14,"SCN4A, CA14, CA9, CA12, CA5B, CA7, CA5A, CA6, CA2, SCN3A, SCN2A, SCN1A, CA4, CA1",DTXSID9046023
QJZRFPJCWMNVAV-UHFFFAOYSA-N,Ispinesib (SB-715992),Kinesin,,,
PLHJCIYEEKOWNM-UHFFFAOYSA-N,Tipifarnib,Transferase,1,FNTA,DTXSID5041140
JRBAYKVRMGVZCX-UHFFFAOYSA-N,PHA-680632,Aurora Kinase,,,
CFBUZOUXXHZCFB-UHFFFAOYSA-N,Cilomilast,PDE,4,"PDE4B, PDE4D, PDE4A, PDE4C",DTXSID6046686
FJHHZXWJVIEFGJ-UHFFFAOYSA-N,Zibotentan (ZD4054),Endothelin Receptor,,,
AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir Sulfate,HIV Protease,1,HIV-1 protease,DTXSID9048691
VEPKQEUBKLEPRA-UHFFFAOYSA-N,VX-745,p38 MAPK,1,MAPK14,DTXSID90175115
KRIUNPBAQZGFQA-UHFFFAOYSA-N,SP600125,JNK,,,
IRTDIKMSKMREGO-UHFFFAOYSA-N,AZD6482,PI3K,,,
BPFYOAJNDMUVBL-UHFFFAOYSA-N,Marbofloxacin,Topoisomerase,,,
FABPRXSRWADJSP-UHFFFAOYSA-N,http://selleckchem.com/products/.html,Topoisomerase,1,KCNH2,DTXSID3048491
HKXBNHCUPKIYDM-UHFFFAOYSA-N,Doxercalciferol,Vitamin,,,
OFHCOWSQAMBJIW-UHFFFAOYSA-N,Alfacalcidol,Vitamin,,,
GMROZDPZEUVIGD-UHFFFAOYSA-N,"Orantinib (TSU-68, SU6668)",PDGFR,,,
NEMGRZFTLSKBAP-UHFFFAOYSA-N,Safinamide Mesylate,MAO,,,
IHOVFYSQUDPMCN-UHFFFAOYSA-N,Zosuquidar (LY335979) 3HCl,P-gp,,,
FKRSSPOQAMALKA-UHFFFAOYSA-N,Daclatasvir (BMS-790052),HCV Protease,,,
XMXHEBAFVSFQEX-UHFFFAOYSA-N,Iloperidone,5-HT Receptor,,,
OCKHRKSTDPOHEN-UHFFFAOYSA-N,HMN-214,PLK,,,
OONFNUWBHFSNBT-UHFFFAOYSA-N,AEE788 (NVP-AEE788),"EGFR,HER2,VEGFR",,,
HUXYBQXJVXOMKX-UHFFFAOYSA-N,PHA-793887,CDK,,,
AMKVXSZCKVJAGH-UHFFFAOYSA-N,Naratriptan HCl,5-HT Receptor,2,"HTR1D, HTR1B",DTXSID7023354
PHXJVRSECIGDHY-UHFFFAOYSA-N,Ponatinib (AP24534),"Bcr-Abl,FGFR,PDGFR,VEGFR",1,ABL1,DTXSID50241426
HBUBKKRHXORPQB-UHFFFAOYSA-N,Fludarabine,"DNA/RNA Synthesis,STAT",,,
XPPBBJCBDOEXDN-UHFFFAOYSA-N,Ralimetinib (LY2228820),p38 MAPK,,,
OGSBUKJUDHAQEA-UHFFFAOYSA-N,Pralatrexate,DHFR,,,
GJFCONYVAUNLKB-UHFFFAOYSA-N,Betamethasone,Glucocorticoid Receptor,5,"NR3C1, NR3C2, NR1I2, AR, PGR","DTXSID3020384, DTXSID3022667"
PGPPCCZSDRAQKA-UHFFFAOYSA-N,Mycophenolate Mofetil,Dehydrogenase,,,
ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,Cephalexin,Anti-infection,1,SLC15A1,DTXSID9022780
KSCFJBIXMNOVSH-UHFFFAOYSA-N,Dyphylline,PDE,,,
FLMIOANAVARRAD-UHFFFAOYSA-N,Aztreonam,Anti-infection,,,
IPVQLZZIHOAWMC-UHFFFAOYSA-N,Perindopril Erbumine,RAAS,,,
YOSHYTLCDANDAN-UHFFFAOYSA-N,Irbesartan,RAAS,1,AGTR1,DTXSID0023169
GMVPRGQOIOIIMI-UHFFFAOYSA-N,Alprostadil,Immunology & Inflammation related,1,PTGER1,DTXSID9022578
OGJPXUAPXNRGGI-UHFFFAOYSA-N,Norfloxacin,Topoisomerase,,,
JCQLYHFGKNRPGE-UHFFFAOYSA-N,Lactulose,Others,,,
WOXKDUGGOYFFRN-UHFFFAOYSA-N,Tadalafil,PDE,2,"PDE5A, PDE11A",DTXSID9046786
JHDKZFFAIZKUCU-UHFFFAOYSA-N,Pracinostat (SB939),HDAC,,,
RBLWGWDMUXGUPI-UHFFFAOYSA-N,Cidofovir,DNA/RNA Synthesis,,,
YYQGNGYORJFKQS-UHFFFAOYSA-N,Natamycin,Anti-infection,,,
HEFNNWSXXWATRW-UHFFFAOYSA-N,Ibuprofen Lysine,COX,2,"PTGS1, PTGS2",DTXSID5020732
QYKHWEFPFAGNEV-UHFFFAOYSA-N,CCT129202,Aurora Kinase,,,
OVPNQJVDAFNBDN-UHFFFAOYSA-N,AT7519,CDK,,,
BKWJAKQVGHWELA-UHFFFAOYSA-N,Adavosertib （MK-1775）,Wee1,,,
CVWXJKQAOSCOAB-UHFFFAOYSA-N,Quizartinib (AC220),FLT3,1,FLT3,DTXSID70241746
MJQMRGWYPNIERM-UHFFFAOYSA-N,LY2811376,"BACE,Beta Amyloid",,,
IAYGCINLNONXHY-UHFFFAOYSA-N,AZD7762,Chk,,,
NHHQJBCNYHBUSI-UHFFFAOYSA-N,R406 (free base),Syk,1,SYK,DTXSID30458939
DEEOXSOLTLIWMG-UHFFFAOYSA-N,CP-673451,PDGFR,,,
XGOYIMQSIKSOBS-UHFFFAOYSA-N,DMXAA (Vadimezan),VDA,,,
BBAWEDCPNXPBQM-UHFFFAOYSA-N,Telaprevir (VX-950),HCV Protease,,,
QGJUIPDUBHWZPV-UHFFFAOYSA-N,Saxagliptin,DPP-4,1,DPP4,DTXSID7048580
FUZYTVDVLBBXDL-UHFFFAOYSA-N,Selisistat (EX 527),Sirtuin,,,
BQSJTQLCZDPROO-UHFFFAOYSA-N,Febuxostat,ROS,,,
JVHXJTBJCFBINQ-UHFFFAOYSA-N,Dapagliflozin,SGLT,,,
GLBJJMFZWDBELO-UHFFFAOYSA-N,Pimobendan,PDE,,,
KVLFRAWTRWDEDF-UHFFFAOYSA-N,AZD8055,mTOR,,,
BYWWNRBKPCPJMG-UHFFFAOYSA-N,PHT-427,"Akt,PDK",,,
VPBYZLCHOKSGRX-UHFFFAOYSA-N,KRN 633,VEGFR,,,
LZMOSYUFVYJEPY-UHFFFAOYSA-N,AT7867,"Akt,S6 Kinase",,,
VNBRGSXVFBYQNN-UHFFFAOYSA-N,BMS-777607,"TAM Receptor,c-Met",1,MET,DTXSID50145278
UFSKUSARDNFIRC-UHFFFAOYSA-N,VX-809 (Lumacaftor),CFTR,,,
UVSMNLNDYGZFPF-UHFFFAOYSA-N,Pomalidomide,TNF-alpha,,,
OGQICQVSFDPSEI-UHFFFAOYSA-N,Tazarotene,Retinoid Receptor,,,
NGOGFTYYXHNFQH-UHFFFAOYSA-N,Fasudil (HA-1077) HCl,"Autophagy,ROCK",2,"ROCK1, ROCK2",DTXSID4048569
ZOCLDDFPKNVTNQ-UHFFFAOYSA-N,Doramapimod (BIRB 796),p38 MAPK,3,"MAPK12, MAPK14, MAPK13",DTXSID2048957
NCEXYHBECQHGNR-UHFFFAOYSA-N,Sulfasalazine,Immunology & Inflammation related,,,
HTQMVQVXFRQIKW-UHFFFAOYSA-N,Candesartan,RAAS,1,AGTR1,DTXSID0022725
AHJRHEGDXFFMBM-UHFFFAOYSA-N,Palbociclib (PD0332991) Isethionate,CDK,,,
QNZCBYKSOIHPEH-UHFFFAOYSA-N,Apixaban,Factor Xa,1,F10,DTXSID80436500
QEVHRUUCFGRFIF-UHFFFAOYSA-N,Reserpine,Others,1,ABCB1,DTXSID7021237
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,Furosemide,Sodium Channel,,,
UQGKUQLKSCSZGY-UHFFFAOYSA-N,Olmesartan Medoxomil,RAAS,1,AGTR1,DTXSID9045924
RTXOFQZKPXMALH-UHFFFAOYSA-N,Cefdinir,Anti-infection,,,
VNFPBHJOKIVQEB-UHFFFAOYSA-N,Clotrimazole,Anti-infection,2,"NR1I2, NR1I3",DTXSID7029871
ULFRLSNUDGIQQP-UHFFFAOYSA-N,Rizatriptan Benzoate,5-HT Receptor,1,HTR1D,DTXSID20162937
RVOLLAQWKVFTGE-UHFFFAOYSA-N,Pyridostigmine Bromide,AChR,,,
PMRYVIKBURPHAH-UHFFFAOYSA-N,Methimazole,Others,1,TPO,DTXSID4020820
AQCHWTWZEMGIFD-UHFFFAOYSA-N,Metolazone,Others,,,
GCFBRXLSHGKWDP-UHFFFAOYSA-N,Cefoperazone,Anti-infection,,,
PNCPYILNMDWPEY-UHFFFAOYSA-N,Silodosin,Adrenergic Receptor,,,
FTALBRSUTCGOEG-UHFFFAOYSA-N,Riluzole,"GluR,Sodium Channel",,,
RAPZEAPATHNIPO-UHFFFAOYSA-N,Risperidone,5-HT Receptor,7,"HTR1A, ADRA1A, DRD3, KCNH2, HTR2A, HTR2C, DRD2",DTXSID8045193
GECHUMIMRBOMGK-UHFFFAOYSA-N,Sulfapyridine,Anti-infection,,,
MVFGUOIZUNYYSO-UHFFFAOYSA-N,Prilocaine,Sodium Channel,,,
XOFYZVNMUHMLCC-UHFFFAOYSA-N,Prednisone,"Glucocorticoid Receptor,Immunology & Inflammation related",1,NR3C1,DTXSID4021185
PWKSKIMOESPYIA-UHFFFAOYSA-N,Acetylcysteine,"TNF-alpha,ROS",,,
COORKQZSNQLSLX-UHFFFAOYSA-N,Alendronate sodium trihydrate,Others,,,
BFPYWIDHMRZLRN-UHFFFAOYSA-N,Ethinyl Estradiol,Estrogen/progestogen Receptor,3,"ESR2, ESR1, SHBG",DTXSID5020576
CMWTZPSULFXXJA-UHFFFAOYSA-N,Naproxen Sodium,COX,2,"PTGS2, PTGS1",DTXSID4040686
AIPSXDXZFKITIG-UHFFFAOYSA-N,Triamcinolone Acetonide,Glucocorticoid Receptor,,,
AHLBNYSZXLDEJQ-UHFFFAOYSA-N,Orlistat,"Lipase,Fatty Acid Synthase",2,"PNLIP, LIPF",DTXSID8023395
OFCNXPDARWKPPY-UHFFFAOYSA-N,Allopurinol,ROS,1,XDH,DTXSID4022573
FDGQSTZJBFJUBT-UHFFFAOYSA-N,Allopurinol Sodium,ROS,,,
YEEZWCHGZNKEEK-UHFFFAOYSA-N,Zafirlukast,LTR,1,CYSLTR1,DTXSID5023746
APKFDSVGJQXUKY-UHFFFAOYSA-N,Amphotericin B,Anti-infection,,,
HEFNNWSXXWATRW-UHFFFAOYSA-N,Ibuprofen,COX,2,"PTGS1, PTGS2",DTXSID5020732
YMARZQAQMVYCKC-UHFFFAOYSA-N,Amprenavir,HIV Protease,,,
HXHWSAZORRCQMX-UHFFFAOYSA-N,Albendazole,Microtubule Associated,,,
JBMKAUGHUNFTOL-UHFFFAOYSA-N,Chlorothiazide,Others,,,
CJCSPKMFHVPWAR-UHFFFAOYSA-N,Methyldopa,"5-HT Receptor,Adrenergic Receptor,Dopamine Receptor,Decarboxylase",1,ADRA2A,DTXSID5023295
RUDATBOHQWOJDD-UHFFFAOYSA-N,Ursodiol,Others,2,"GPBAR1, NR1H4","DTXSID6023731, DTXSID2020260"
IAIWVQXQOWNYOU-UHFFFAOYSA-N,Nitrofural,Anti-infection,,,
DKYWVDODHFEZIM-UHFFFAOYSA-N,Ketoprofen,COX,2,"PTGS2, PTGS1",DTXSID6020771
OIRDTQYFTABQOQ-UHFFFAOYSA-N,Adenosine,Adenosine Receptor,4,"ADORA2B, ADORA1, ADORA2A, ADORA3",DTXSID1022558
UHDGCWIWMRVCDJ-UHFFFAOYSA-N,Cytarabine,DNA/RNA Synthesis,,,
ULSDMUVEXKOYBU-UHFFFAOYSA-N,Zolmitriptan,5-HT Receptor,2,"HTR1D, HTR1B",DTXSID8045933
IQFYYKKMVGJFEH-UHFFFAOYSA-N,Telbivudine,Reverse Transcriptase,1,P,DTXSID30187813
VYQNWZOUAUKGHI-UHFFFAOYSA-N,Monobenzone,Tyrosinase,,,
SHGAZHPCJJPHSC-UHFFFAOYSA-N,Tretinoin,Retinoid Receptor,6,"RARA, RARB, RXRA, RARG, RXRB, RXRG","DTXSID6040404, DTXSID4023177, DTXSID7021239"
PKYKNPLSFOKASK-UHFFFAOYSA-N,Phenylbutazone,Immunology & Inflammation related,1,PTGS2,DTXSID9021136
OLNTVTPDXPETLC-UHFFFAOYSA-N,Ezetimibe,LDL,1,NPC1L1,DTXSID1044223
LZFZMUMEGBBDTC-UHFFFAOYSA-N,Enalaprilat Dihydrate,RAAS,,,
IXTMWRCNAAVVAI-UHFFFAOYSA-N,Dofetilide,Potassium Channel,1,KCNH2,DTXSID5046433
CNXVIBRFWKALQW-UHFFFAOYSA-N,Isradipine,Calcium Channel,,,
DNXHEGUUPJUMQT-UHFFFAOYSA-N,Estrone,Estrogen/progestogen Receptor,3,"ESR1, ABCG2, ESR2",DTXSID4022367
XRECTZIEBJDKEO-UHFFFAOYSA-N,Flucytosine,Anti-infection,,,
LMJSLTNSBFUCMU-UHFFFAOYSA-N,Trichlormethiazide,Others,,,
FBBYEJJQINKJNE-UHFFFAOYSA-N,Loteprednol etabonate,Glucocorticoid Receptor,,,
SLXKOJJOQWFEFD-UHFFFAOYSA-N,（6-）ε-Aminocaproic acid,Others,,,
ROBVIMPUHSLWNV-UHFFFAOYSA-N,Aminoglutethimide,Aromatase,1,CYP19A1,DTXSID8022589
ZFXYFBGIUFBOJW-UHFFFAOYSA-N,Aminophylline,PDE,3,"ADORA1, ADORA2A, ADORA2B",DTXSID5021336
DBVFKLAGQHYVGQ-UHFFFAOYSA-N,Lubiprostone,Chloride Channel,1,CLCN2,DTXSID5048639
MQHLMHIZUIDKOO-UHFFFAOYSA-N,Amorolfine HCl,Anti-infection,,,
WIIZWVCIJKGZOK-UHFFFAOYSA-N,Chloramphenicol,Anti-infection,,,
SYTBZMRGLBWNTM-UHFFFAOYSA-N,Flurbiprofen,Immunology & Inflammation related,2,"PTGS1, PTGS2",DTXSID0037231
AUZONCFQVSMFAP-UHFFFAOYSA-N,Disulfiram,Dehydrogenase,,,
KBOPZPXVLCULAV-UHFFFAOYSA-N,Mesalamine,"IκB/IKK,Immunology & Inflammation related",,,
OEXHQOGQTVQTAT-UHFFFAOYSA-N,Ipratropium Bromide,AChR,,,
FDDDEECHVMSUSB-UHFFFAOYSA-N,Sulfanilamide,Anti-infection,4,"CA1, CA2, CA12, CA9",DTXSID4023622
JDUYIZFMBRCCHQ-UHFFFAOYSA-N,Betamethasone Dipropionate,Glucocorticoid Receptor,,,
MFMZCKHYODAASC-UHFFFAOYSA-N,Meprednisone,Glucocorticoid Receptor,,,
CKHSUZOTJQWRKZ-UHFFFAOYSA-N,Betamethasone Valerate,Glucocorticoid Receptor,,,
FSVJFNAIGNNGKK-UHFFFAOYSA-N,Praziquantel,Anti-infection,,,
COVZYZSDYWQREU-UHFFFAOYSA-N,Busulfan,DNA alkylator,,,
FFGPTBGBLSHEPO-UHFFFAOYSA-N,Carbamazepine,"Sodium Channel,Autophagy",,,
JYGXADMDTFJGBT-UHFFFAOYSA-N,Hydrocortisone,Glucocorticoid Receptor,1,NR3C1,DTXSID7020714
NGBFQHCMQULJNZ-UHFFFAOYSA-N,Torsemide,Others,,,
ZMUSCGJNJYXJBP-UHFFFAOYSA-N,Desonide,Glucocorticoid Receptor,,,
NIJJYAXOARWZEE-UHFFFAOYSA-N,Divalproex Sodium,HDAC,2,"HDAC9, HDAC1",DTXSID6023733
XQSPYNMVSIKCOC-UHFFFAOYSA-N,Emtricitabine,Reverse Transcriptase,,,
MNRHZPCIEGLWGK-UHFFFAOYSA-N,Progesterone,Estrogen/progestogen Receptor,5,"ABCB1, AR, PGR, ESR1, NR3C1",DTXSID3022370
JTEGQNOMFQHVDC-UHFFFAOYSA-N,Lamivudine,Reverse Transcriptase,,,
NGPJYMSGYPTHBB-UHFFFAOYSA-N,Eplerenone,Glucocorticoid Receptor,1,NR3C2,DTXSID2046094
VOXZDWNPVJITMN-UHFFFAOYSA-N,Estradiol,Estrogen/progestogen Receptor,4,"SHBG, ESR1, AR, ESR2",DTXSID0020573
BOFQWVMAQOTZIW-UHFFFAOYSA-N,Deferasirox,P450 (e.g. CYP17),,,
MNSCVRXKDINXEY-UHFFFAOYSA-N,Piroxicam,COX,1,PTGS2,DTXSID5021170
SDUQYLNIPVEERB-UHFFFAOYSA-N,Gemcitabine,"Autophagy,DNA/RNA Synthesis",,,
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,Glipizide,Others,,,
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,Glyburide (Glibenclamide),Potassium Channel,3,"ABCC9, ABCC8, ABCB11",DTXSID0037237
RIKMMFOAQPJVMX-UHFFFAOYSA-N,Fomepizole,Dehydrogenase,,,
WOZSCQDILHKSGG-UHFFFAOYSA-N,Adefovir Dipivoxil,Reverse Transcriptase,,,
WREGKURFCTUGRC-UHFFFAOYSA-N,Zalcitabine,Reverse Transcriptase,,,
LMEKQMALGUDUQG-UHFFFAOYSA-N,Azathioprine,Rho,,,
CGIGDMFJXJATDK-UHFFFAOYSA-N,Indomethacin,COX,4,"PTGS2, SLC22A6, ABCC1, PTGS1",DTXSID9020740
PMXMIIMHBWHSKN-UHFFFAOYSA-N,Paliperidone,Dopamine Receptor,1,ADRA1A,DTXSID7049059
DOMXUEMWDBAQBQ-UHFFFAOYSA-N,Terbinafine,Anti-infection,1,SQLE,DTXSID2023640
LYRBZVWRTAFWPO-UHFFFAOYSA-N,Levonorgestrel,Estrogen/progestogen Receptor,1,PGR,DTXSID3036496
LYRBZVWRTAFWPO-UHFFFAOYSA-N,Norgestrel,Others,1,PGR,DTXSID3036496
HEMJJKBWTPKOJG-UHFFFAOYSA-N,Gemfibrozil,PPAR,1,PPARA,DTXSID0020652
NDDAHWYSQHTHNT-UHFFFAOYSA-N,Indapamide,Others,,,
JWBOIMRXGHLCPP-UHFFFAOYSA-N,Mitotane,Others,,,
ZABDAGALHQDSEU-UHFFFAOYSA-N,Methylprednisolone,"Glucocorticoid Receptor,Immunology & Inflammation related",1,NR3C1,DTXSID7023300
ZAHQBPYQBHTECE-UHFFFAOYSA-N,Meloxicam,COX,1,PTGS2,DTXSID1020803
ZNEWHQLOPFWXOF-UHFFFAOYSA-N,Mesna,Others,,,
OIGNJSKKLXVSLS-UHFFFAOYSA-N,Prednisolone,"Immunology & Inflammation related,Glucocorticoid Receptor",1,NR3C1,DTXSID9021184
RMMXLENWKUUMAY-UHFFFAOYSA-N,Telmisartan,RAAS,2,"PPARG, AGTR1",DTXSID8023636
WJCNZQLZVWNLKY-UHFFFAOYSA-N,Thiabendazole,P450 (e.g. CYP17),,,
HSRJKNPTNIJEKV-UHFFFAOYSA-N,Guaifenesin,Others,,,
NQDJXKOVJZTUJA-UHFFFAOYSA-N,Nevirapine,Reverse Transcriptase,,,
SUBDBMMJDZJVOS-UHFFFAOYSA-N,NEXIUM (esomeprazole magnesium),Proton Pump,,,
