SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,EMBL_Chemcore_ID,Descriptive name,Pesticide type,CAS-Number,Monoisotopic mass,InChI,IUPAC-Name,Supplier,Supplier Object Id,CHEMBL_ID,ChEBI
CN(\C=N\c1ccc(C)cc1C)\C=N\c2ccc(C)cc2C,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,"InChI=1S/C19H23N3/c1-14-6-8-18(16(3)10-14)20-12-22(5)13-21-19-9-7-15(2)11-17(19)4/h6-13H,1-5H3",QXAITBQSYVNQDR-UHFFFAOYSA-N,472932,Amitraz,Insecticide,33089-61-1,"2,931,892",QXAITBQSYVNQDR-ZIOPAAQOSA-N,"N'-(2,4-Dimethylphenyl)-N-{(E)-[(2,4-dimethylphenyl)imino]methyl}-N-methylmethanimidamide (non-preferred name)",SIGMA-ALDRICH,45323-250MG,CHEMBL1365675,CHEBI:2665
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C8H8Cl3O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3",JHJOOSLFWRRSGU-UHFFFAOYSA-N,473053,Fenchlorphos,Insecticide,299-84-3,"3,198,997",JHJOOSLFWRRSGU-UHFFFAOYSA-N,"O,O-Dimethyl O-(2,4,5-trichlorophenyl) phosphorothioate",SIGMA-ALDRICH,45485-100MG,CHEMBL1871418,CHEBI:82125
C=CCN=C=S,C=CCN=C=S,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",ZOJBYZNEUISWFT-UHFFFAOYSA-N,473163,Allyl isothiocyanate,Chemotherapeutics,57-06-7,"9,901,427",ZOJBYZNEUISWFT-UHFFFAOYSA-N,3-Isothiocyanatoprop-1-ene,SIGMA-ALDRICH,36682-1G,CHEMBL233248,CHEBI:73224
CCN(CC)C(=O)c1cccc(C)c1,CCN(CC)C(=O)c1cccc(C)c1,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N,473189,DEET,Repellent,134-62-3,"191,131",MMOXZBCLCQITDF-UHFFFAOYSA-N,"N,N-Diethyl-3-methylbenzamide",SIGMA-ALDRICH,36542-250MG,CHEMBL1453317,CHEBI:7071
COP(=O)(OC)O\C=C(\Cl)Cl,COP(=O)(OC)OC=C(Cl)Cl,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",OEBRKCOSUFCWJD-UHFFFAOYSA-N,473224,Dichlorvos,Insecticide,62-73-7,"2,199,459",OEBRKCOSUFCWJD-UHFFFAOYSA-N,"2,2-Dichloroethenyl dimethyl phosphate",SIGMA-ALDRICH,45441-250MG,CHEMBL167911,CHEBI:34690
Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H]1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,473227,Lindane,Insecticide,58-89-9,"2,878,601",JLYXXMFPNIAWKQ-GNIYUCBRSA-N,"(1R,2S,3r,4R,5S,6r)-1,2,3,4,5,6-Hexachlorocyclohexane",SIGMA-ALDRICH,45548-250MG,CHEMBL15891,CHEBI:32888
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",JXSJBGJIGXNWCI-UHFFFAOYSA-N,473229,Malathion,Insecticide,121-75-5,"3,300,361",JXSJBGJIGXNWCI-UHFFFAOYSA-N,Diethyl 2-[(dimethoxyphosphorothioyl)sulfanyl]butanedioate,SIGMA-ALDRICH,36143-100MG,CHEMBL1200468,CHEBI:6651
CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(O)cc1,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",NUVBSKCKDOMJSU-UHFFFAOYSA-N,473232,Ethylparaben,Preserving agent,120-47-8,"166,063",NUVBSKCKDOMJSU-UHFFFAOYSA-N,Ethyl 4-hydroxybenzoate,SIGMA-ALDRICH,79577-50MG,CHEMBL15841,
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,"InChI=1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",JWBOIMRXGHLCPP-UHFFFAOYSA-N,473251,"1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane",Insecticide,53-19-0,"3,179,537",JWBOIMRXGHLCPP-UHFFFAOYSA-N,"1-Chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene",SIGMA-ALDRICH,35485-250MG,CHEMBL1670,
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,"InChI=1S/C16H20O6P2S3/c1-17-23(25,18-2)21-13-5-9-15(10-6-13)27-16-11-7-14(8-12-16)22-24(26,19-3)20-4/h5-12H,1-4H3",WWJZWCUNLNYYAU-UHFFFAOYSA-N,473252,Temephos,Insecticide,3383-96-8,"4,659,897",WWJZWCUNLNYYAU-UHFFFAOYSA-N,"O,O,O',O'-Tetramethyl O,O'-[sulfanediyldi(4,1-phenylene)] bis(phosphorothioate)",SIGMA-ALDRICH,31526-250MG,CHEMBL1355821,
CC1(C)C(\C=C(/Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,"InChI=1S/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3",RLLPVAHGXHCWKJ-UHFFFAOYSA-N,473253,Permethrin,Insecticide,52645-53-1,"3,900,789",RLLPVAHGXHCWKJ-UHFFFAOYSA-N,"(3-Phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",SIGMA-ALDRICH,45614-250MG,CHEMBL1525,CHEBI:62523
CCOP(=S)(OCC)Oc1ccc2C(C)=C(Cl)C(=O)Oc2c1,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,"InChI=1S/C14H16ClO5PS/c1-4-17-21(22,18-5-2)20-10-6-7-11-9(3)13(15)14(16)19-12(11)8-10/h6-8H,4-5H2,1-3H3",BXNANOICGRISHX-UHFFFAOYSA-N,473295,Coumaphos,Insecticide,56-72-4,"3,620,145",BXNANOICGRISHX-UHFFFAOYSA-N,"O-(3-Chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl) O,O-diethyl phosphorothioate",SIGMA-ALDRICH,45403-250MG,CHEMBL251680,CHEBI:3903
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",FHIVAFMUCKRCQO-UHFFFAOYSA-N,473296,Diazinon,Insecticide,333-41-5,"3,041,011",FHIVAFMUCKRCQO-UHFFFAOYSA-N,"O,O-Diethyl O-[6-methyl-2-(propan-2-yl)pyrimidin-4-yl] phosphorothioate",SIGMA-ALDRICH,45428-250MG,CHEMBL3228881,CHEBI:34682
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",SBPBAQFWLVIOKP-UHFFFAOYSA-N,473297,Chlorpyrifos,Insecticide,2921-88-2,"3,489,263",SBPBAQFWLVIOKP-UHFFFAOYSA-N,"O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",SIGMA-ALDRICH,45395-100MG,CHEMBL463210,CHEBI:34631
COP(=S)(OC)Oc1ccc(SC)c(C)c1,COP(=S)(OC)Oc1ccc(SC)c(C)c1,"InChI=1S/C10H15O3PS2/c1-8-7-9(5-6-10(8)16-4)13-14(15,11-2)12-3/h5-7H,1-4H3",PNVJTZOFSHSLTO-UHFFFAOYSA-N,473298,Fenthion,Insecticide,55-38-9,278.02,PNVJTZOFSHSLTO-UHFFFAOYSA-N,"O,O-Dimethyl O-[3-methyl-4-(methylsulfanyl)phenyl] phosphorothioate",SIGMA-ALDRICH,36552-250MG,CHEMBL1604375,
CNC(=O)Oc1ccccc1OC(C)C,CNC(=O)Oc1ccccc1OC(C)C,"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)",ISRUGXGCCGIOQO-UHFFFAOYSA-N,473299,Propoxur,Insecticide,114-26-1,"2,091,052",ISRUGXGCCGIOQO-UHFFFAOYSA-N,2-[(Propan-2-yl)oxy]phenyl methylcarbamate,SIGMA-ALDRICH,45644-250MG,CHEMBL446060,CHEBI:34938
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,"InChI=1S/C13H10Cl2O2/c14-10-1-3-12(16)8(6-10)5-9-7-11(15)2-4-13(9)17/h1-4,6-7,16-17H,5H2",MDNWOSOZYLHTCG-UHFFFAOYSA-N,473309,Dichlorophen,Chemical,97-23-4,"2,680,058",MDNWOSOZYLHTCG-UHFFFAOYSA-N,"2,2'-Methylenebis(4-chlorophenol)",SIGMA-ALDRICH,35992-250MG,CHEMBL33845,CHEBI:34689
OCC(Br)(CO)[N+]([O-])=O,O=[N+]([O-])C(Br)(CO)CO,"InChI=1S/C3H6BrNO4/c4-3(1-6,2-7)5(8)9/h6-7H,1-2H2",LVDKZNITIUWNER-UHFFFAOYSA-N,473373,Bronopol,Preserving agent,52-51-7,"198,948",LVDKZNITIUWNER-UHFFFAOYSA-N,"2-Bromo-2-nitropropane-1,3-diol",SIGMA-ALDRICH,32053-250MG,CHEMBL1408862,CHEBI:31306
O.CC(C)(O)C(Cl)(Cl)Cl.CC(C)(O)C(Cl)(Cl)Cl,CC(C)(O)C(Cl)(Cl)Cl,"InChI=1S/C4H7Cl3O/c1-3(2,8)4(5,6)7/h8H,1-2H3",OSASVXMJTNOKOY-UHFFFAOYSA-N,473392,"1,1,1-Trichloro-2-methyl-2-propanol (hydrate) (2:1)",Chemotherapeutics,6001-64-5,"176,964",WRWLCXJYIMRJIN-UHFFFAOYSA-N,"1,1,1-Trichloro-2-methylpropan-2-ol--water (2/1)",SIGMA-ALDRICH,36681-1G,CHEMBL1439973,
CC1(C)C(\C=C(\Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,"InChI=1S/C22H19Cl2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3",KAATUXNTWXVJKI-UHFFFAOYSA-N,473433,Cypermethrin,Insecticide,52315-07-08,"4,150,742",KAATUXNTWXVJKI-UHFFFAOYSA-N,"Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",SIGMA-ALDRICH,36128-100MG,CHEMBL373204,
CC1(C)C(\C=C(\Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,"InChI=1S/C22H19Cl2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3",KAATUXNTWXVJKI-UHFFFAOYSA-N,473433,alpha-Cypermethrin,Insecticide,67375-30-8,"4,150,742",KAATUXNTWXVJKI-WSTZPKSXSA-N,"(R)-Cyano(3-phenoxyphenyl)methyl (1R*,3R*)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",SIGMA-ALDRICH,45806-100MG,CHEMBL373204,
C\C(C)=C\C1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,"InChI=1S/C23H26O3/c1-16(2)13-20-21(23(20,3)4)22(24)25-15-17-9-8-12-19(14-17)26-18-10-6-5-7-11-18/h5-14,20-21H,15H2,1-4H3",SBNFWQZLDJGRLK-UHFFFAOYSA-N,473463,Phenothrin,Insecticide,26002-80-2,"3,501,882",SBNFWQZLDJGRLK-UHFFFAOYSA-N,"(3-Phenoxyphenyl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",SIGMA-ALDRICH,36193-100MG,CHEMBL1322884,
COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(=O)OC(C)C,COC(C)(C)CCCC(C)C=CC=C(C)CC(=O)OC(C)C,"InChI=1S/C19H34O3/c1-15(2)22-18(20)14-17(4)11-8-10-16(3)12-9-13-19(5,6)21-7/h8,10-11,15-16H,9,12-14H2,1-7H3",UPJMCYOGPGHMHO-UHFFFAOYSA-N,473464,Methoprene,Insecticide,40596-69-8,"3,102,508",NFGXHKASABOEEW-LDRANXPESA-N,"Propan-2-yl (2E,4E)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoate",SIGMA-ALDRICH,33375-100MG,CHEMBL291057,
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",FIPWRIJSWJWJAI-UHFFFAOYSA-N,473471,Piperonyl butoxide,Chemotherapeutics,51-03-6,"3,382,093",FIPWRIJSWJWJAI-UHFFFAOYSA-N,"5-{[2-(2-Butoxyethoxy)ethoxy]methyl}-6-propyl-2H-1,3-benzodioxole",SIGMA-ALDRICH,45626-100MG,CHEMBL1201131,CHEBI:32687
CNC(=O)Oc1cccc2ccccc12,CNC(=O)Oc1cccc2ccccc12,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)",CVXBEEMKQHEXEN-UHFFFAOYSA-N,473478,Carbaryl,Insecticide,63-25-2,"201,079",CVXBEEMKQHEXEN-UHFFFAOYSA-N,Naphthalen-1-yl methylcarbamate,SIGMA-ALDRICH,32055-250MG,CHEMBL46917,CHEBI:3390
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,"InChI=1S/C15H17ClN2O2/c1-15(2,3)13(19)14(18-9-8-17-10-18)20-12-6-4-11(16)5-7-12/h4-10,14H,1-3H3",OWEGWHBOCFMBLP-UHFFFAOYSA-N,473508,Climbazole,Fungicide,38083-17-9,"2,920,979",OWEGWHBOCFMBLP-UHFFFAOYSA-N,"1-(4-Chlorophenoxy)-1-(1H-imidazol-1-yl)-3,3-dimethylbutan-2-one",SIGMA-ALDRICH,36127-100MG,CHEMBL1437764,CHEBI:83719
Nc1c(c(nn1-c2c(Cl)cc(cc2Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,N#Cc1[nH]n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(=N)c1[S+]([O-])C(F)(F)F,"InChI=1S/C12H4Cl2F6N4OS/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)26(25)12(18,19)20/h1-2,22-23H",KDZAIKFHBUSULQ-UHFFFAOYSA-N,473525,Fipronil,Insecticide,120068-37-3,"4,359,387",ZOCSXAVNDGMNBV-UHFFFAOYSA-N,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethanesulfinyl)-1H-pyrazole-3-carbonitrile",SIGMA-ALDRICH,46451-100MG,CHEMBL101326,CHEBI:83394
FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,"InChI=1S/C17H8Cl2F8N2O3/c18-6-5-11(32-17(26,27)14(22)16(23,24)25)7(19)4-10(6)28-15(31)29-13(30)12-8(20)2-1-3-9(12)21/h1-5,14H,(H2,28,29,30,31)",PWPJGUXAGUPAHP-UHFFFAOYSA-N,473526,Lufenuron,Insecticide,103055-07-8,"5,099,784",PWPJGUXAGUPAHP-UHFFFAOYSA-N,"N-{[2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]carbamoyl}-2,6-difluorobenzamide",SIGMA-ALDRICH,31662-100MG,CHEMBL1364906,
Nc1nc(N)nc(NC2CC2)n1,N=c1[nH]c(=N)[nH]c(=NC2CC2)[nH]1,"InChI=1S/C6H10N6/c7-4-10-5(8)12-6(11-4)9-3-1-2-3/h3H,1-2H2,(H5,7,8,9,10,11,12)",LVQDKIWDGQRHTE-UHFFFAOYSA-N,473542,Cyromazine,Insecticide,66215-27-8,"1,660,967",LVQDKIWDGQRHTE-UHFFFAOYSA-N,"N~2~-Cyclopropyl-1,3,5-triazine-2,4,6-triamine",SIGMA-ALDRICH,45414-50MG,CHEMBL1231107,CHEBI:30260
CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",DOIRQSBPFJWKBE-UHFFFAOYSA-N,473557,Dibutyl phthalate,Preserving agent,84-74-2,"2,781,518",DOIRQSBPFJWKBE-UHFFFAOYSA-N,"Dibutyl benzene-1,2-dicarboxylate",SIGMA-ALDRICH,36736-1G,CHEMBL272485,CHEBI:34687
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,"InChI=1S/C12H14N4O4S2/c1-19-11(17)15-9(21)13-7-5-3-4-6-8(7)14-10(22)16-12(18)20-2/h3-6H,1-2H3,(H2,13,15,17,21)(H2,14,16,18,22)",QGHREAKMXXNCOA-UHFFFAOYSA-N,473576,Thiophanate-methyl,Fungicide,23564-05-08,"3,420,456",QGHREAKMXXNCOA-UHFFFAOYSA-N,"Dimethyl (1,2-phenylenedicarbamothioyl)biscarbamate",SIGMA-ALDRICH,45688-250MG,CHEMBL487187,CHEBI:35014
C[C@]12[C@@H](O)C=C[C@@]3(OC1=O)[C@@H]4CC[C@]5(O)C[C@]4(CC5=C)[C@H]([C@H]23)C(O)=O,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,"InChI=1S/C19H22O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h4,6,10-13,20,24H,1,3,5,7-8H2,2H3,(H,21,22)",IXORZMNAPKEEDV-UHFFFAOYSA-N,473835,Gibberellic acid,Plant growth regulator,77-06-5,"3,461,416",IXORZMNAPKEEDV-OBDJNFEBSA-N,"(1S,2S,4aR,4bR,7S,9aS,10S,10aR)-2,7-Dihydroxy-1-methyl-8-methylidene-13-oxo-1,2,4b,5,6,7,8,9,10,10a-decahydro-4a,1-(epoxymethano)-7,9a-methanobenzo[a]azulene-10-carboxylic acid",SIGMA-ALDRICH,36575-250MG,CHEMBL1232952,CHEBI:28833
COc1cc2OCC3Oc4c5C[C@@H](Oc5ccc4C(=O)C3c2cc1OC)C(C)=C,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,"InChI=1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3",JUVIOZPCNVVQFO-UHFFFAOYSA-N,474205,Rotenone,Insecticide,83-79-4,"3,941,416",JUVIOZPCNVVQFO-HBGVWJBISA-N,"(2R,6aS,12aS)-8,9-Dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrofuro[2',3':7,8][1]benzopyrano[2,3-c][1]benzopyran-6(6aH)-one",SIGMA-ALDRICH,45656-250MG,CHEMBL429023,CHEBI:28201
CCCCCCCCCc1ccc(O)cc1,CCCCCCCCCc1ccc(O)cc1,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3",IGFHQQFPSIBGKE-UHFFFAOYSA-N,474211,"4-Nonylphenol, branched",Chemical,84852-15-3,"2,201,827",-,-,SIGMA-ALDRICH,46018-1G,CHEMBL153062,CHEBI:34440
CCCCCCCCCc1ccc(O)cc1,CCCCCCCCCc1ccc(O)cc1,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3",IGFHQQFPSIBGKE-UHFFFAOYSA-N,474211,4-Nonylphenol,Chemical,104-40-5,"2,201,827",IGFHQQFPSIBGKE-UHFFFAOYSA-N,4-Nonylphenol,SIGMA-ALDRICH,46405-100MG,CHEMBL153062,CHEBI:34440
OC(=O)[C@@H](S)[C@@H](S)C(O)=O,O=C(O)C(S)C(S)C(=O)O,"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)",ACTRVOBWPAIOHC-UHFFFAOYSA-N,474242,Succimer,Chemotherapeutics,304-55-2,"1,819,708",ACTRVOBWPAIOHC-XIXRPRMCSA-N,"(2R,3S)-2,3-Bis(sulfanyl)butanedioic acid",SIGMA-ALDRICH,D7881-1G,CHEMBL28721,CHEBI:63623
OC(=O)[C@@H](S)[C@@H](S)C(O)=O,O=C(O)C(S)C(S)C(=O)O,"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)",ACTRVOBWPAIOHC-UHFFFAOYSA-N,474242,Succimer,Chemotherapeutics,304-55-2,"1,819,708",ACTRVOBWPAIOHC-XIXRPRMCSA-N,"(2R,3S)-2,3-Bis(sulfanyl)butanedioic acid",SIGMA-ALDRICH,D7881-25G,CHEMBL28721,CHEBI:63623
OC(=O)[C@@H](S)[C@@H](S)C(O)=O,O=C(O)C(S)C(S)C(=O)O,"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)",ACTRVOBWPAIOHC-UHFFFAOYSA-N,474242,Succimer,Chemotherapeutics,304-55-2,"1,819,708",ACTRVOBWPAIOHC-XIXRPRMCSA-N,"(2R,3S)-2,3-Bis(sulfanyl)butanedioic acid",SIGMA-ALDRICH,D7881-50G,CHEMBL28721,CHEBI:63623
OC(=O)[C@@H](S)[C@@H](S)C(O)=O,O=C(O)C(S)C(S)C(=O)O,"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)",ACTRVOBWPAIOHC-UHFFFAOYSA-N,474242,Succimer,Chemotherapeutics,304-55-2,"1,819,708",ACTRVOBWPAIOHC-XIXRPRMCSA-N,"(2R,3S)-2,3-Bis(sulfanyl)butanedioic acid",SIGMA-ALDRICH,D7881-5G,CHEMBL28721,CHEBI:63623
ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,InChI=1S/C6Cl4O2/c7-1-2(8)6(12)4(10)3(9)5(1)11,UGNWTBMOAKPKBL-UHFFFAOYSA-N,474244,Chloranil,Fungicide,118-75-2,"2,438,652",UGNWTBMOAKPKBL-UHFFFAOYSA-N,"2,3,5,6-Tetrachlorocyclohexa-2,5-diene-1,4-dione",SIGMA-ALDRICH,45374-100MG,CHEMBL192627,CHEBI:36703
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,Oc1c2c(c(O)n1SC(Cl)(Cl)Cl)CC=CC2,"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,14-15H,3-4H2",YHILKALTPHRGSY-UHFFFAOYSA-N,474245,Captan,Fungicide,0133-06-02,"2,989,341",LDVVMCZRFWMZSG-UHFFFAOYSA-N,"2-[(Trichloromethyl)sulfanyl]-3a,4,7,7a-tetrahydro-1H-isoindole-1,3(2H)-dione",SIGMA-ALDRICH,32054-250MG,CHEMBL388676,CHEBI:34608
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,"InChI=1S/C14H16ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,13H,1-3H3",WURBVZBTWMNKQT-UHFFFAOYSA-N,474261,Triadimefon,Fungicide,43121-43-3,"2,930,931",WURBVZBTWMNKQT-UHFFFAOYSA-N,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butan-2-one",SIGMA-ALDRICH,45693-250MG,CHEMBL520897,CHEBI:84002
C[C@@H](Oc1ccc(Cl)cc1Cl)C(O)=O,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,"InChI=1S/C9H8Cl2O3/c1-5(9(12)13)14-8-3-2-6(10)4-7(8)11/h2-5H,1H3,(H,12,13)",MZHCENGPTKEIGP-UHFFFAOYSA-N,474271,Dichlorprop-P,Herbicide,15165-67-0,"233,985",MZHCENGPTKEIGP-RXMQYKEDSA-N,"(2R)-2-(2,4-Dichlorophenoxy)propanoic acid",SIGMA-ALDRICH,31237-250MG,CHEMBL573221,CHEBI:75370
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,"InChI=1S/C9H8Cl2O3/c1-5(9(12)13)14-8-3-2-6(10)4-7(8)11/h2-5H,1H3,(H,12,13)",MZHCENGPTKEIGP-UHFFFAOYSA-N,474271,Dichlorprop,Herbicide,120-36-5,"233,985",MZHCENGPTKEIGP-UHFFFAOYSA-N,"2-(2,4-Dichlorophenoxy)propanoic acid",SIGMA-ALDRICH,45436-250MG,CHEMBL573221,CHEBI:75370
