CAS Number,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
35943-35-2,CASRN,DTXSID6045743,Tricirbine,CN1N=C(N)C2=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C3=C2C1=NC=N3
849217-68-1,CASRN,DTXSID10233968,Cabozantinib,COC1=CC2=NC=CC(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3)=C2C=C1OC
159351-69-6,CASRN,DTXSID0040599,Everolimus,[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](OCCO)[C@@H](C1)OC
726169-73-9,CASRN,DTXSID80222945,Mocetinostat,NC1=CC=CC=C1NC(=O)C1=CC=C(CNC2=NC=CC(=N2)C2=CN=CC=C2)C=C1
1001350-96-4,CASRN,DTXSID601351850,"1-{4-[(5-Cyclopropyl-1H-pyrazol-3-yl)amino]pyrrolo[2,1-f][1,2,4]triazin-2-yl}-N-(6-fluoro-3-pyridinyl)-2-methyl-L-prolinamide",C[C@]1(CCCN1C1=NN2C=CC=C2C(NC2=NNC(=C2)C2CC2)=N1)C(=O)NC1=CN=C(F)C=C1
1001645-58-4,CASRN,DTXSID80649411,"N-(2-{3-[(Piperazin-1-yl)methyl]imidazo[2,1-b][1,3]thiazol-6-yl}phenyl)quinoxaline-2-carboxamide--hydrogen chloride (1/1)",Cl.O=C(NC1=CC=CC=C1C1=CN2C(CN3CCNCC3)=CSC2=N1)C1=NC2=CC=CC=C2N=C1
781661-94-7,CASRN,DTXSID90228817,Sepantronium bromide,[Br-].COCCN1C(C)=[N+](CC2=NC=CN=C2)C2=C1C(=O)C1=CC=CC=C1C2=O
3544-24-9,CASRN,DTXSID90188922,3-Aminobenzamide,NC(=O)C1=CC(N)=CC=C1
1028486-01-2,CASRN,DTXSID30145539,Alisertib,COC1=C(C=CC(NC2=NC=C3CN=C(C4=CC(Cl)=CC=C4C3=N2)C2=C(OC)C=CC=C2F)=C1)C(O)=O
896466-04-9,CASRN,DTXSID401026047,1-Cyclopropyl-3-[5-[6-(morpholin-4-ylmethyl)-1H-benzimidazol-2-yl]-1H-pyrazol-4-yl]urea,O=C(NC1CC1)NC1=CNN=C1C1=NC2=C(N1)C=CC(CN1CCOCC1)=C2
150399-23-8,CASRN,DTXSID8046660,Pemetrexed disodium,[Na+].[Na+].NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N1
59937-28-9,CASRN,DTXSID7046463,Malotilate,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1
649735-63-7,CASRN,DTXSID20215295,Brivanib alaninate,C[C@H](COC1=CN2N=CN=C(OC3=C(F)C4=C(NC(C)=C4)C=C3)C2=C1C)OC(=O)[C@H](C)N
850173-95-4,CASRN,DTXSID20677374,"N,N-Diethyl-4-(5-hydroxyspiro[1-benzopyran-2,4'-piperidin]-4-yl)benzamide--hydrogen chloride (1/1)",Cl.CCN(CC)C(=O)C1=CC=C(C=C1)C1=CC2(CCNCC2)OC2=CC=CC(O)=C12
401900-40-1,CASRN,DTXSID40193187,Andarine,CC(=O)NC1=CC=C(OC[C@](C)(O)C(=O)NC2=CC(=C(C=C2)[N+]([O-])=O)C(F)(F)F)C=C1
75747-14-7,CASRN,DTXSID5046352,Tanespimycin,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O
467214-21-7,CASRN,DTXSID40431773,Alvespimycin hydrochloride,Cl.CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O
133550-30-8,CASRN,DTXSID5040960,AG 490,OC1=CC=C(\C=C(/C#N)C(=O)NCC2=CC=CC=C2)C=C1O
873054-44-5,CASRN,DTXSID00236281,Ivacaftor,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
345627-80-7,CASRN,DTXSID50188100,BMS 387032,CC(C)(C)C1=CN=C(CSC2=CN=C(NC(=O)C3CCNCC3)S2)O1
722544-51-6,CASRN,DTXSID60222584,AZD-1152HQPA,CCN(CCO)CCCOC1=CC2=C(C=C1)C(NC1=NNC(CC(=O)NC3=CC(F)=CC=C3)=C1)=NC=N2
114977-28-5,CASRN,DTXSID0040464,Docetaxel,[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
122111-03-9,CASRN,DTXSID3047849,"2'-Deoxy-2',2'-difluorocytidine monohydrochloride",Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
33069-62-4,CASRN,DTXSID9023413,Paclitaxel,[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1
"159634-47-6, 159752-10-0 (methanesulfonate), 159633-92-8 (HCl)",Searched by Synonym: Found 0 results,N/A,N/A,N/A
918505-84-7,CASRN,DTXSID10238711,PLX-4720,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=C2C=C(Cl)C=N3)=C(F)C=C1
186692-46-6,CASRN,DTXSID20171928,Seliciclib,CC[C@H](CO)NC1=NC(NCC2=CC=CC=C2)=C2N=CN(C(C)C)C2=N1
1057249-41-8,CASRN,DTXSID20147269,SNS 314,ClC1=CC=CC(NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2)=C1
154361-50-9,CASRN,DTXSID3046451,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
847499-27-8,CASRN,DTXSID901025656,Delanzomib,[H][C@@](CC(C)C)(NC(=O)[C@@]([H])(NC(=O)C1=CC=CC(=N1)C1=CC=CC=C1)[C@@H](C)O)B(O)O
1030612-90-8,CASRN,DTXSID80145625,MK-8245,OC(=O)CN1N=NC(=N1)C1=CC(=NO1)N1CCC(CC1)OC1=C(Br)C=CC(F)=C1
888216-25-9,CASRN,DTXSID401025663,"5-(2,4-Dihydroxy-5-(1-methylethyl)phenyl)-4-(1-methyl-1H-indol-5-yl)-2,4-dihydro-3H- 1,2,4-triazol-3-one",CC(C)C1=C(O)C=C(O)C(=C1)C1=NNC(=O)N1C1=CC2=C(C=C1)N(C)C=C2
187235-37-6,CASRN,DTXSID8041163,Pretomanid,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1
912999-49-6,CASRN,DTXSID80238485,AT13387,CC(C)C1=CC(C(=O)N2CC3=C(C2)C=C(CN2CCN(C)CC2)C=C3)=C(O)C=C1O
417716-92-8,CASRN,DTXSID50194605,Lenvatinib,COC1=CC2=NC=CC(OC3=CC(Cl)=C(NC(=O)NC4CC4)C=C3)=C2C=C1C(N)=O
141430-65-1,CASRN,DTXSID60869913,N-[2-[(4-Hydroxyphenyl)amino]-3-pyridinyl]-4-methoxybenzenesulfonamide,COC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CN=C1NC1=CC=C(O)C=C1
537705-08-1,CASRN,DTXSID501108000,2-Methoxy-N-[3-[4-[[3-methyl-4-[(6-methyl-3-pyridinyl)oxy]phenyl]amino]-6-quinazolinyl]-2-propen-1-yl]acetamide,COCC(=O)NCC=CC1=CC=C2N=CN=C(NC3=CC=C(OC4=CC=C(C)N=C4)C(C)=C3)C2=C1
1069-66-5,CASRN,DTXSID5037072,Sodium valproate,[Na+].CCCC(CCC)C([O-])=O
663619-89-4,CASRN,DTXSID101025688,"7-Methyl-2-(4-morpholinyl)-9-[1-(phenylamino)ethyl]-4H-pyrido[1,2-a]pyrimidin-4-one",CC(NC1=CC=CC=C1)C1=CC(C)=CN2C(=O)C=C(N=C12)N1CCOCC1
693228-63-6,CASRN,DTXSID301352380,"4-(2-Amino-4-methyl-1,3-thiazol-5-yl)-N-[4-(4-morpholinyl)phenyl]-2-pyrimidinamine",CC1=C(SC(N)=N1)C1=NC(NC2=CC=C(C=C2)N2CCOCC2)=NC=C1
881202-45-5,CASRN,DTXSID30236830,Serdemetan,C(CC1=CNC2=CC=CC=C12)NC1=CC=C(NC2=CC=NC=C2)C=C1
841205-47-8,CASRN,DTXSID30233006,Enobosarm,C[C@](O)(COC1=CC=C(C=C1)C#N)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
848695-25-0,CASRN,DTXSID601025952,"(6-Chloro-9-(4-methoxy-3,5-dimethylpyridin-2-ylmethyl)-9h-purin-2-yl)amin",COC1=C(C)C=NC(CN2C=NC3=C2N=C(N)N=C3Cl)=C1C
714272-27-2,CASRN,DTXSID201031311,Plinabulin,CC(C)(C)C1=C(\C=C2/NC(=O)\C(NC2=O)=C\C2=CC=CC=C2)N=CN1
755037-03-7,CASRN,DTXSID60226441,Regorafenib,CNC(=O)C1=NC=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
284028-89-3,CASRN,DTXSID60369423,"3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one",FC(F)(F)C1=CC=C(C=C1)C1=NC(=O)C2=C(CCSC2)N1
934353-76-1,CASRN,DTXSID60239430,ENMD-2076,CN1CCN(CC1)C1=CC(NC2=NNC(C)=C2)=NC(\C=C\C2=CC=CC=C2)=N1
850876-88-9,CASRN,DTXSID201026403,Danoprevir,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@]([H])(CN1C(=O)[C@]([H])(CCCCCC=C2)NC(=O)OC(C)(C)C)OC(=O)N1CC2=C(C1)C(F)=CC=C2)C(=O)NS(=O)(=O)C1CC1
155213-67-5,CASRN,DTXSID1048627,Ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
120511-73-1,CASRN,DTXSID9022607,Anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
170729-80-3,CASRN,DTXSID3049047,Aprepitant,[H][C@](C)(O[C@@]1([H])OCCN(CC2=NC(=O)NN2)[C@@]1([H])C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
90357-06-05,Searched by Synonym: Found 0 results,N/A,N/A,N/A
129453-61-8,CASRN,DTXSID4022369,Fulvestrant,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3
112887-68-0,CASRN,DTXSID0046482,Raltitrexed,CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
50-35-1,CASRN,DTXSID9022524,Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
1012054-59-9,CASRN,DTXSID00143784,CUDC-101,COC1=C(OCCCCCCC(=O)NO)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1
426219-18-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
107868-30-4,CASRN,DTXSID5023037,Exemestane,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
98319-26-7,CASRN,DTXSID3020625,Finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
4291-63-8,CASRN,DTXSID8022828,Cladribine,NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1
2353-33-5,CASRN,DTXSID7030432,Decitabine,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1
16208-51-8,CASRN,DTXSID6066024,"Ethanesulfonic acid, 2,2'-dithiobis-, disodium salt",[Na+].[Na+].[O-]S(=O)(=O)CCSSCCS([O-])(=O)=O
164656-23-9,CASRN,DTXSID8046452,Dutasteride,[H][C@@]12CC[C@H](C(=O)NC3=CC(=CC=C3C(F)(F)F)C(F)(F)F)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C
73-31-4,CASRN,DTXSID1022421,Melatonin,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
372196-77-5,CASRN,DTXSID50669843,"N'-[(E)-(6-Bromoimidazo[1,2-a]pyridin-3-yl)methylidene]-N,2-dimethyl-5-nitrobenzene-1-sulfonohydrazide--hydrogen chloride (1/1)",Cl.CN(\N=C\C1=CN=C2C=CC(Br)=CN12)S(=O)(=O)C1=C(C)C=CC(=C1)[N+]([O-])=O
104344-23-2,CASRN,DTXSID1045794,Bisoprolol fumarate,OC(=O)\C=C\C(O)=O.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
475108-18-0,CASRN,DTXSID20963865,Tivozanib,COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1
25316-40-9,CASRN,DTXSID3030636,Doxorubicin hydrochloride,Cl.[H][C@@]1(C[C@H](N)[C@H](O)[C@H](C)O1)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)CO
51-21-8,CASRN,DTXSID2020634,5-Fluorouracil,FC1=CNC(=O)NC1=O
59-05-2,CASRN,DTXSID4020822,Methotrexate,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
99011-02-06,Searched by Synonym: Found 0 results,N/A,N/A,N/A
3543-75-7,CASRN,DTXSID40188912,Bendamustine hydrochloride,Cl.CN1C(CCCC(O)=O)=NC2=C1C=CC(=C2)N(CCCl)CCCl
121032-29-9,CASRN,DTXSID6046842,Nelarabine,COC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC(N)=N1
9041-93-4,CASRN,DTXSID2047800,Bleomycin sulfate,N/A
41575-94-4,CASRN,DTXSID3046742,Carboplatin,[H][N]([H])([H])[Pt++]1([O-]C(=O)C2(CCC2)C(=O)[O-]1)[N]([H])([H])[H]
123318-82-1,CASRN,DTXSID5046437,Clofarabine,NC1=NC(Cl)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
728033-96-3,CASRN,DTXSID60993606,3-{[(Quinolin-4-yl)methyl]amino}-N-[4-(trifluoromethoxy)phenyl]thiophene-2-carboxamide,FC(F)(F)OC1=CC=C(NC(=O)C2=C(NCC3=CC=NC4=CC=CC=C34)C=CS2)C=C1
04/03/4342,Searched by Synonym: Found 0 results,N/A,N/A,N/A
149003-01-0,CASRN,DTXSID60164152,Dexrazoxane hydrochloride,Cl.C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
56390-09-01,Searched by Synonym: Found 0 results,N/A,N/A,N/A
61825-94-3,CASRN,DTXSID0036760,Oxaliplatin,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
33419-42-0,CASRN,DTXSID5023035,Etoposide,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@]1([H])O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
938440-64-3,CASRN,DTXSID50239782,KU-0063794,COC1=C(CO)C=C(C=C1)C1=NC2=C(C=C1)C(=NC(=N2)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1
82640-04-08,Searched by Synonym: Found 0 results,N/A,N/A,N/A
75607-67-9,CASRN,DTXSID2023060,Fludarabine phosphate,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
146426-40-6,CASRN,DTXSID20904970,Flavopiridol,CN1CC[C@@H]([C@H](O)C1)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1
119413-54-6,CASRN,DTXSID1045952,Topotecan hydrochloride,Cl.CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=C(CN(C)C)C1=C3)C2=O
0362-07-02,Searched by Synonym: Found 0 results,N/A,N/A,N/A
112809-51-5,CASRN,DTXSID4023202,"4,4'-(1H-1,2,4-Triazol-1-ylmethylene)dibenzonitrile",N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
6035-45-6,CASRN,DTXSID3036999,Calcium folinate pentahydrate,O.O.O.O.O.[Ca++].NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1
85622-93-1,CASRN,DTXSID5043714,Temozolomide,CN1N=NC2=C(N=CN2C1=O)C(N)=O
10540-29-1,CASRN,DTXSID1034187,Tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
2068-78-2,CASRN,DTXSID8044331,Vincristine sulfate,OS(O)(=O)=O.CC[C@]1(O)C[C@H]2C[N@@](C1)CCC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C=O)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC
138112-76-2,CASRN,DTXSID3057642,Agomelatine,COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1
850879-09-3,CASRN,DTXSID50234176,Amuvatinib,S=C(NCC1=CC2=C(OCO2)C=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=CC=CC=C21
97657-92-6,CASRN,DTXSID10243103,Latrepirdine dihydrochloride,Cl.Cl.CN1CCC2=C(C1)C1=C(C=CC(C)=C1)N2CCC1=CN=C(C)C=C1
75706-12-6,CASRN,DTXSID9023201,Leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
443797-96-4,CASRN,DTXSID40416207,JNJ-7706621,NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F
915087-33-1,CASRN,DTXSID10912307,Enzalutamide,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC(=C(C=C1)C#N)C(F)(F)F
65928-58-7,CASRN,DTXSID80891478,Dienogest,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H]
209216-23-9,CASRN,DTXSID00943185,"9-[4-Hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-2-imino-3,9-dihydro-2H-purin-6-ol--water (1/1)",O.[H][C@]1(O)CC([H])(N2C=NC3=C2NC(=N)N=C3O)C(=C)[C@]1([H])CO
78281-72-8,CASRN,DTXSID0048638,Nepafenac,NC(=O)CC1=C(N)C(=CC=C1)C(=O)C1=CC=CC=C1
106308-44-5,CASRN,DTXSID1046506,Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
171228-49-2,CASRN,DTXSID6049066,Posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1
150322-43-3,CASRN,DTXSID70861544,Prasugrel,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1
196597-26-9,CASRN,DTXSID6045951,Ramelteon,CCC(=O)NCC[C@@H]1CCC2=CC=C3OCCC3=C12
364782-34-3,CASRN,DTXSID3046792,Cinacalcet hydrochloride,Cl.C[C@@H](NCCCC1=CC=CC(=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
169590-42-5,CASRN,DTXSID0022777,Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
1146699-66-2,CASRN,DTXSID40150811,Avagacestat,NC(=O)[C@@H](CCC(F)(F)F)N(CC1=C(F)C=C(C=C1)C1=NOC=N1)S(=O)(=O)C1=CC=C(Cl)C=C1
252917-06-9,CASRN,DTXSID90179931,CHIR-99021,CC1=CN=C(N1)C1=CN=C(NCCNC2=NC=C(C=C2)C#N)N=C1C1=C(Cl)C=C(Cl)C=C1
219580-11-7,CASRN,DTXSID30176363,PD-173074,CCN(CC)CCCCNC1=NC2=NC(NC(=O)NC(C)(C)C)=C(C=C2C=N1)C1=CC(OC)=CC(OC)=C1
918504-65-1,CASRN,DTXSID50238710,Vemurafenib,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=C2C=C(C=N3)C2=CC=C(Cl)C=C2)=C(F)C=C1
56180-94-0,CASRN,DTXSID8046034,Acarbose,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
702675-74-9,CASRN,DTXSID50435186,BX-795,IC1=CN=C(NC2=CC(NC(=O)N3CCCC3)=CC=C2)N=C1NCCCNC(=O)C1=CC=CS1
702674-56-4,CASRN,DTXSID30471901,BX-912,BrC1=CN=C(NC2=CC(NC(=O)N3CCCC3)=CC=C2)N=C1NCCC1=CN=CN1
106685-40-9,CASRN,DTXSID5046481,Adapalene,COC1=C(C=C(C=C1)C1=CC=C2C=C(C=CC2=C1)C(O)=O)C12CC3CC(CC(C3)C1)C2
0645-05-06,Searched by Synonym: Found 0 results,N/A,N/A,N/A
71675-85-9,CASRN,DTXSID5042613,Amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC
72432-10-1,CASRN,DTXSID5045128,Aniracetam,COC1=CC=C(C=C1)C(=O)N1CCCC1=O
63968-64-9,CASRN,DTXSID2040652,Artemisinin,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(OC(=O)[C@@H]2C)O4
85650-56-2,CASRN,DTXSID301017360,"trans-5-Chloro-2,3,3a,12b-tetrahydro-2-methyl-1H-dibenz(2,3:6,7)oxepino(4,5-c)pyrrole maleate",OC(=O)\C=C/C(O)=O.[H][C@]12CN(C)C[C@]1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1
86541-74-4,CASRN,DTXSID9045922,Benazepril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O
51333-22-3,CASRN,DTXSID8020202,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
28395-03-01,Searched by Synonym: Found 0 results,N/A,N/A,N/A
04/03/7689,Searched by Synonym: Found 0 results,N/A,N/A,N/A
61422-45-5,CASRN,DTXSID2045941,Carmofur,CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O
34157-83-0,CASRN,DTXSID2040993,Celastrol,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@@](C)(CC[C@]3(C)CC[C@]12C)C(O)=O
83881-52-1,CASRN,DTXSID2044268,Cetirizine hydrochloride (1:2),Cl.Cl.OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
132203-70-4,CASRN,DTXSID0046309,Cilnidipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1
73963-72-1,CASRN,DTXSID9045132,Cilostazol,O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1
152044-53-6,CASRN,DTXSID10332288,Epothilone A,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1
50-91-9,CASRN,DTXSID3023057,Floxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
17902-23-7,CASRN,DTXSID001009966,Tegafur,FC1=CN(C2CCCO2)C(=O)NC1=O
3778-73-2,CASRN,DTXSID7020760,Ifosfamide,ClCCNP1(=O)OCCCN1CCCl
595-33-5,CASRN,DTXSID9040683,Megestrol acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
50-44-2,CASRN,DTXSID0020810,6-Mercaptopurine,S=C1NC=NC2=C1N=CN2
57248-88-1,CASRN,DTXSID5042667,Pamidronate disodium,[Na+].[Na+].NCCC(O)(P(O)([O-])=O)P(O)([O-])=O
18883-66-4,CASRN,DTXSID2021282,Streptozotocin,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
355025-24-0,CASRN,DTXSID90438772,Ki16425,CC(OC(=O)NC1=C(ON=C1C)C1=CC=C(CSCCC(O)=O)C=C1)C1=CC=CC=C1Cl
553-21-9,CASRN,DTXSID001029520,Costunolide,[H][C@]12OC(=O)C(=C)[C@]1([H])CCC(C)=CCC\C(C)=C\2
50-02-2,CASRN,DTXSID3020384,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
77883-43-3,CASRN,DTXSID5045598,Doxazosin mesylate,CS(O)(=O)=O.COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N1CCN(CC1)C(=O)C1COC2=C(O1)C=CC=C2
89-25-8,CASRN,DTXSID9021130,1-Phenyl-3-methyl-5-pyrazolone,CC1=NN(C(=O)C1)C1=CC=CC=C1
41340-25-4,CASRN,DTXSID9020615,Etodolac,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O
33125-97-2,CASRN,DTXSID5023033,Etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
25451-15-4,CASRN,DTXSID9023041,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
